Date,Temp_1,Temp_2
10/8/83,5.72,4.36
10/9/83,6,4.21
10/10/83,8.64,9.93
10/11/83,9.1,9.1
10/12/83,13.5,11.19
10/13/83,13.82,12.23
10/14/83,16,16.88
10/15/83,11.9,13.26
10/16/83,11.8,11.77
10/17/83,10.6,10.6
10/18/83,10,10
10/19/83,11.33,12.2
10/20/83,9.39,8.9
10/21/83,10.16,9.37
10/22/83,7.42,7.01
10/23/83,12.24,11.08
10/24/83,11.93,12.6
10/25/83,13.17,12.6
10/26/83,11.7,11.7
10/27/83,14,14.34
10/28/83,11.8,12.76
10/29/83,9.23,9
10/30/83,9.14,9.31
10/31/83,9.63,9.8
11/1/83,10.99,12.79
11/2/83,10.6,8.82
11/3/83,11.99,11.34
11/4/83,11,12.68
11/5/83,8.82,7.34
11/6/83,7.59,7.51
11/7/83,13.6,14.66
11/8/83,15.43,13.1
11/9/83,10.9,11.56
11/10/83,7.82,7.15
11/11/83,10.97,10.2
11/12/83,11.38,12.68
11/13/83,10.8,10.8
11/14/83,12.91,13.07
11/15/83,12.29,13.28
11/16/83,8.7,7.29
11/17/83,5.96,5.85
11/18/83,10.01,11.7
11/19/83,7.3,7.98
11/20/83,10.73,10.89
11/21/83,10.7,10.19
11/22/83,16.2,16.2
11/23/83,15,15
11/24/83,14.5,15.34
11/25/83,15.74,15.9
11/26/83,14.9,12.91
11/27/83,14.2,14.2
11/28/83,15.19,17.34
11/29/83,17.68,16.56
11/30/83,16.94,18.3
12/1/83,11.33,10.38
12/2/83,11.47,11.32
12/3/83,13.95,13.11
12/4/83,13.2,14.06
12/5/83,12,11.67
12/6/83,14.41,14.14
12/7/83,12.48,13.44
12/8/83,12.1,10.35
12/9/83,14.55,13.85
12/10/83,10.9,11.92
12/11/83,11.82,11.99
12/12/83,15.71,15.84
12/13/83,15,15
12/14/83,10.62,10.39
12/15/83,13.9,13.5
12/16/83,14.06,15
12/17/83,14.82,16.73
12/18/83,14.86,14.1
12/19/83,13.3,13.34
12/20/83,20.4,20.4
12/21/83,17.99,17.7
12/22/83,12.81,12.2
12/23/83,16.62,18.27
12/24/83,13.35,14.11
12/25/83,16.88,15.61
12/26/83,15.73,14.55
12/27/83,13.26,12.81
12/28/83,11.1,11.1
12/29/83,16.1,17.65
12/30/83,20.51,20.84
12/31/83,18.1,16.08
1/1/84,18.67,20.43
1/2/84,17.1,17.06
1/3/84,17.02,15.69
1/4/84,12,12
1/5/84,11.25,9.87
1/6/84,16.3,17.07
1/7/84,16.57,16.84
1/8/84,13.41,12.76
1/9/84,13.8,15.36
1/10/84,15.2,14.33
1/11/84,11.71,12.52
1/12/84,14.46,13.93
1/13/84,16.71,14.59
1/14/84,18.51,19.8
1/15/84,18.05,18.13
1/16/84,18.93,18.49
1/17/84,11.4,11.89
1/18/84,11.9,11.09
1/19/84,12.57,11.95
1/20/84,15.03,14.8
1/21/84,13.26,14.6
1/22/84,12.7,13.42
1/23/84,10.5,9.98
1/24/84,13.8,13.8
1/25/84,18.8,18.9
1/26/84,14.67,13.9
1/27/84,11.38,11.26
1/28/84,11.15,11.4
1/29/84,15.48,14.13
1/30/84,12.15,12.14
1/31/84,11.56,11.19
2/1/84,14.27,14.35
2/2/84,10.63,11.93
2/3/84,12.47,13
2/4/84,15.08,16.4
2/5/84,13.63,13.74
2/6/84,15.5,15.05
2/7/84,18.71,18.8
2/8/84,15,15
2/9/84,16.67,15.27
2/10/84,15.83,15.5
2/11/84,15.69,15.8
2/12/84,16.6,16.94
2/13/84,13.6,14.5
2/14/84,14.73,13.24
2/15/84,14.15,15.23
2/16/84,15.36,15.35
2/17/84,16.6,15.73
2/18/84,13.68,14.99
2/19/84,16.07,16.87
2/20/84,18.79,20.87
2/21/84,18.27,19.16
2/22/84,14.5,15.05
2/23/84,17.46,16.5
2/24/84,14.1,14.61
2/25/84,13.5,13.68
2/26/84,11.45,11.87
2/27/84,15.94,15.18
2/28/84,11.85,11.2
2/29/84,13.5,11.89
3/1/84,12.58,12.16
3/2/84,9.27,8.8
3/3/84,11.33,11.18
3/4/84,11.5,10.58
3/5/84,15.18,14.5
3/6/84,19.5,20.54
3/7/84,13.75,13.97
3/8/84,13.68,13.55
3/9/84,11.14,10.16
3/10/84,13.8,13.8
3/11/84,11.28,11.83
3/12/84,16.49,15.6
3/13/84,11.1,9.1
3/14/84,11.79,12.74
3/15/84,14.2,14.2
3/16/84,11.26,11.36
3/17/84,13.71,13.27
3/18/84,13.8,15.32
3/19/84,14.25,16.88
3/20/84,14,12.22
3/21/84,12.89,12.34
3/22/84,13.8,13.9
3/23/84,16.6,16.11
3/24/84,18.4,17.96
3/25/84,9.36,10.59
3/26/84,10.26,11.15
3/27/84,7.48,7.24
3/28/84,7.83,9.62
3/29/84,14,12.93
3/30/84,15.41,15.3
3/31/84,10.17,11.1
4/1/84,9.07,9.57
4/2/84,9.38,10.5
4/3/84,9.2,9.2
4/4/84,8.2,9.04
4/5/84,10.43,9.84
4/6/84,12.83,14.17
4/7/84,12.5,11.78
4/8/84,9,10.72
4/9/84,9.3,8.83
4/10/84,10.47,10.1
4/11/84,11.2,13.12
4/12/84,12,12.28
4/13/84,10.31,11.1
4/14/84,11.02,11.61
4/15/84,12.14,13.67
4/16/84,9.61,10.24
4/17/84,13.7,12.86
4/18/84,11,12
4/19/84,13.2,13
4/20/84,12.82,13.12
4/21/84,10.97,10.2
4/22/84,12.61,12.58
4/23/84,9.69,9.75
4/24/84,10.18,10.47
4/25/84,10.3,10.38
4/26/84,9.33,7.95
4/27/84,11.88,11.67
4/28/84,12.52,12.47
4/29/84,6.5,6.5
4/30/84,8.67,9.1
5/1/84,13.53,14.39
5/2/84,14.08,13.97
5/3/84,9.1,8.47
5/4/84,4.8,4.6
5/5/84,2.63,2.43
5/6/84,3.63,2.06
5/7/84,4.94,4.42
5/8/84,4.93,5.5
5/9/84,7,7
5/10/84,9.5,9.67
5/11/84,10.87,8.46
5/12/84,5.58,5.64
5/13/84,5.37,6.54
5/14/84,5.62,5.38
5/15/84,6.27,4.25
5/16/84,7.1,7.1
5/17/84,7.5,7.76
5/18/84,8.93,10.29
5/19/84,8.68,7.99
5/20/84,9.3,9.5
5/21/84,11.13,12.68
5/22/84,9.5,9.5
5/23/84,9.3,9.14
5/24/84,8.5,9.19
5/25/84,8,8
5/26/84,9.8,10.14
5/27/84,6.2,6.87
5/28/84,7.42,8.38
5/29/84,10.85,10.9
5/30/84,9.04,9.15
5/31/84,8.7,8.7
6/1/84,8.6,10.72
6/2/84,10.8,10.72
6/3/84,11.49,12.4
6/4/84,7.7,5.86
6/5/84,7.2,7.2
6/6/84,11.58,10.43
6/7/84,8.32,9.67
6/8/84,9.89,9.34
6/9/84,3.71,3.9
6/10/84,4.35,5
6/11/84,7.51,8.2
6/12/84,3.01,2.88
6/13/84,3.4,4.84
6/14/84,8.5,7.35
6/15/84,10.26,12.13
6/16/84,3.81,5.91
6/17/84,5.87,5.36
6/18/84,10,10.02
6/19/84,5.87,6.54
6/20/84,1.94,3.26
6/21/84,6.23,6.97
6/22/84,7.81,8.3
6/23/84,8.6,9.64
6/24/84,9.1,10.1
6/25/84,8.26,9.22
6/26/84,7.2,7.2
6/27/84,6.83,8.51
6/28/84,8.62,7.8
6/29/84,9.54,10.5
6/30/84,9.4,8.58
7/1/84,7.59,7.14
7/2/84,2.6,1.98
7/3/84,2.4,2.68
7/4/84,3.03,4.35
7/5/84,1.48,1.81
7/6/84,1.88,0.74
7/7/84,7.25,8.4
7/8/84,7.02,8.93
7/9/84,9.42,10.26
7/10/84,9.24,7.53
7/11/84,8.35,8.26
7/12/84,8,8
7/13/84,0.15,0.6
7/14/84,0.1,-0.68
7/15/84,1.19,0.28
7/16/84,8.64,7.57
7/17/84,6.8,8.18
7/18/84,7.46,9.47
7/19/84,3.83,5.36
7/20/84,6.09,4.32
7/21/84,5.8,5.8
7/22/84,6.82,7.54
7/23/84,7.74,8.34
7/24/84,7.5,9.24
7/25/84,5.4,3.7
7/26/84,3.96,4.26
7/27/84,6.02,5.76
7/28/84,9.97,8.53
7/29/84,7.16,7
7/30/84,9.71,9.95
7/31/84,10.55,10.2
8/1/84,10.91,11.5
8/2/84,10.2,10.82
8/3/84,10.25,11.1
8/4/84,10.48,11.11
8/5/84,9.81,8.08
8/6/84,9.9,9.9
8/7/84,11.46,11.75
8/8/84,11.37,13.02
8/9/84,9.6,9.14
8/10/84,5.83,7.18
8/11/84,8.62,9.56
8/12/84,7.66,7.85
8/13/84,9.23,9.38
8/14/84,8.6,8
8/15/84,6.67,6.57
8/16/84,8,8
8/17/84,7.63,10.22
8/18/84,8.68,7.1
8/19/84,8.76,8.97
8/20/84,9,8.97
8/21/84,8.16,7.13
8/22/84,7.72,5.13
8/23/84,9.9,10.48
8/24/84,6.7,7.69
8/25/84,9.43,8.68
8/26/84,7.3,7.92
8/27/84,6.3,6.44
8/28/84,7.9,7.9
8/29/84,5.2,5.81
8/30/84,9.58,9.28
8/31/84,11.3,10.69
9/1/84,8.51,10.39
9/2/84,11.88,11.2
9/3/84,7.12,6.78
9/4/84,7.43,8
9/5/84,5.5,5.32
9/6/84,8.68,7.77
9/7/84,9.5,8.68
9/8/84,9.4,9.4
9/9/84,11.09,10.75
9/10/84,9.01,9.56
9/11/84,4.9,3.47
9/12/84,8.71,8.19
9/13/84,5.42,5.82
9/14/84,5.5,5.61
9/15/84,10.9,12.61
9/16/84,11.34,12.28
9/17/84,9.71,9.74
9/18/84,9.27,10.14
9/19/84,11.64,12.71
9/20/84,8.6,8.6
9/21/84,6.2,4.59
9/22/84,6.33,6.17
9/23/84,9.1,9.31
9/24/84,6.89,6.66
9/25/84,8.42,7.38
9/26/84,10.7,11.05
9/27/84,6.3,5.99
9/28/84,5.5,4.17
9/29/84,7.15,7.31
9/30/84,5.13,5.56
10/1/84,11.94,10.33
10/2/84,16.13,18.02
10/3/84,10.85,11.06
10/4/84,10.3,10.94
10/5/84,8.41,8.53
10/6/84,8.43,7.7
10/7/84,16,16
10/8/84,14.6,16.19
10/9/84,12.1,12.17
10/10/84,7.96,8.45
10/11/84,12.2,10.46
10/12/84,17.2,17.2
10/13/84,9.4,9.4
10/14/84,8.79,9.86
10/15/84,6.2,5.9
10/16/84,4.8,3.55
10/17/84,7.89,6.71
10/18/84,9.4,9.4
10/19/84,10.21,9.7
10/20/84,9.77,9.87
10/21/84,6.42,6.24
10/22/84,9.8,9.8
10/23/84,18.85,17.89
10/24/84,11.68,12.2
10/25/84,9.1,9.87
10/26/84,8.77,11
10/27/84,13.63,13.56
10/28/84,11.04,12.12
10/29/84,10,9.43
10/30/84,8.5,8.58
10/31/84,13.18,12.92
11/1/84,16.02,15.7
11/2/84,10.96,10.48
11/3/84,12.2,11.44
11/4/84,11.91,10.86
11/5/84,9.2,9.51
11/6/84,9.43,9.63
11/7/84,11.9,10.99
11/8/84,15.6,15.6
11/9/84,19,18.56
11/10/84,12.8,12.57
11/11/84,12.73,11.96
11/12/84,12,10.66
11/13/84,11.1,11.59
11/14/84,12.37,10.8
11/15/84,7.6,7.89
11/16/84,12.77,13
11/17/84,12.7,12.57
11/18/84,16.48,14.36
11/19/84,14.85,14.8
11/20/84,14.2,13.22
11/21/84,10.88,11.42
11/22/84,8.8,8.06
11/23/84,11.6,11.6
11/24/84,8.6,9.32
11/25/84,14.58,15.41
11/26/84,24.3,24.3
11/27/84,11.95,12.42
11/28/84,11.09,11.79
11/29/84,12.18,10.74
11/30/84,11,11.43
12/1/84,12.72,12.16
12/2/84,10.5,10.04
12/3/84,9.1,9.45
12/4/84,10.89,10.55
12/5/84,13,13
12/6/84,13.76,12.8
12/7/84,10.58,9.34
12/8/84,11.6,9.62
12/9/84,10.47,11.22
12/10/84,16.21,15.28
12/11/84,12.21,12.94
12/12/84,13.99,13.78
12/13/84,12.5,13.71
12/14/84,12.26,12.5
12/15/84,11.4,11.4
12/16/84,12.74,11.59
12/17/84,15.84,16.8
12/18/84,12.09,12.4
12/19/84,11.45,10.44
12/20/84,10.95,9.53
12/21/84,13.99,15.26
12/22/84,11.03,10.51
12/23/84,13.7,14.07
12/24/84,16.65,16.32
12/25/84,12.92,12.83
12/26/84,12.13,12.2
12/27/84,12.55,12.24
12/28/84,12.92,12.24
12/29/84,16.16,14.48
12/30/84,16.76,16.36
12/31/84,13.3,12.53
1/1/85,15.6,15.38
1/2/85,13.1,12.39
1/3/85,12.28,11.96
1/4/85,13.81,14.6
1/5/85,11,10.85
1/6/85,12.64,14.7
1/7/85,11.35,11.31
1/8/85,15.2,14.76
1/9/85,14.01,14.73
1/10/85,14.85,13.69
1/11/85,14.55,13.31
1/12/85,15.28,14.75
1/13/85,19.7,20.29
1/14/85,16.92,15.53
1/15/85,15.9,15.9
1/16/85,11,11.8
1/17/85,11.05,12
1/18/85,10.53,11.4
1/19/85,14.4,13.21
1/20/85,11.49,12.49
1/21/85,15.1,16.41
1/22/85,15.41,15.6
1/23/85,14.77,15.42
1/24/85,13.03,13.73
1/25/85,13.91,13.41
1/26/85,17.5,17.88
1/27/85,16.1,15.46
1/28/85,13.95,12.96
1/29/85,17.11,15.62
1/30/85,15.04,15.78
1/31/85,14.47,16.23
2/1/85,10.2,9.63
2/2/85,13.09,13.63
2/3/85,19.7,19.89
2/4/85,15.7,16.27
2/5/85,17.85,17.13
2/6/85,15.53,16.63
2/7/85,13.33,13.41
2/8/85,12.04,12.3
2/9/85,15.49,14.96
2/10/85,13.32,14.3
2/11/85,15.16,14.92
2/12/85,16,15.15
2/13/85,14.9,15.06
2/14/85,11.48,11.1
2/15/85,14.8,15.8
2/16/85,13.28,11.34
2/17/85,11.59,11.51
2/18/85,10.38,10.67
2/19/85,14.59,14.6
2/20/85,16.6,15.69
2/21/85,18.1,16.19
2/22/85,13.4,12.58
2/23/85,10.3,9.77
2/24/85,12.99,13.6
2/25/85,14.72,13.8
2/26/85,9.74,10.63
2/27/85,11,10.81
2/28/85,14.87,14.16
3/1/85,15.18,17.08
3/2/85,14.41,13.92
3/3/85,12.7,13.84
3/4/85,10.66,11.14
3/5/85,11.64,11.61
3/6/85,9.12,10.41
3/7/85,13.2,14.11
3/8/85,14.31,16.06
3/9/85,16.6,15.09
3/10/85,21,21.16
3/11/85,22.6,22.87
3/12/85,17,17
3/13/85,22.55,21.28
3/14/85,21.4,20.5
3/15/85,17.96,18.21
3/16/85,16.2,17.6
3/17/85,16.8,16.8
3/18/85,16.23,16.38
3/19/85,18.4,18.4
3/20/85,16.31,17.58
3/21/85,18.4,19.02
3/22/85,19.17,18.9
3/23/85,15.69,17.96
3/24/85,12.55,12.89
3/25/85,12.78,11.07
3/26/85,12.26,10.73
3/27/85,13.79,14.56
3/28/85,16.6,15.71
3/29/85,13.15,13.21
3/30/85,14.43,14.74
3/31/85,16.33,16.45
4/1/85,11.99,11.71
4/2/85,14.72,14.67
4/3/85,18.47,18.4
4/4/85,17.5,17.89
4/5/85,15.9,16.74
4/6/85,16.2,15.86
4/7/85,16,15.34
4/8/85,16.2,15.9
4/9/85,16.39,15.73
4/10/85,17.17,16.37
4/11/85,19.5,19.5
4/12/85,17.75,18.2
4/13/85,22.78,22.64
4/14/85,15.1,15.72
4/15/85,10.01,11
4/16/85,8.1,8.15
4/17/85,8.85,9.8
4/18/85,9.6,9.65
4/19/85,10.6,9.99
4/20/85,6.93,5.51
4/21/85,7.76,7.96
4/22/85,6.8,6.8
4/23/85,9.16,8.77
4/24/85,7.81,8.4
4/25/85,8.78,9.46
4/26/85,10.34,10
4/27/85,10.4,8.77
4/28/85,12,11.11
4/29/85,10.61,10.71
4/30/85,10.21,9.4
5/1/85,9.19,9.86
5/2/85,8.77,8.76
5/3/85,10.6,10.53
5/4/85,13.6,13.64
5/5/85,15.29,13.4
5/6/85,9.52,7.75
5/7/85,9.58,11.35
5/8/85,10.43,10.82
5/9/85,12.1,11.62
5/10/85,13.3,15.25
5/11/85,10.54,12.2
5/12/85,6.64,6.28
5/13/85,9.8,9.8
5/14/85,10.8,10.89
5/15/85,7.62,8.07
5/16/85,5.19,3.55
5/17/85,7.12,7.6
5/18/85,6.9,5.1
5/19/85,7.5,7.5
5/20/85,9.27,8.5
5/21/85,4.96,6.13
5/22/85,8.97,9.86
5/23/85,7.5,6.52
5/24/85,5.4,5.72
5/25/85,5.5,5.28
5/26/85,7.59,8.1
5/27/85,11.2,11.93
5/28/85,12.7,12.66
5/29/85,12.1,10.04
5/30/85,9.77,9.26
5/31/85,4.12,2.45
6/1/85,5.5,6.25
6/2/85,5.36,5.08
6/3/85,5.26,3.9
6/4/85,5.7,7.14
6/5/85,8.2,8.2
6/6/85,8.2,7.45
6/7/85,3.89,5.37
6/8/85,7.48,6.5
6/9/85,10.25,11.99
6/10/85,9.07,9.32
6/11/85,5.85,6.43
6/12/85,8.18,7.8
6/13/85,11.06,9.4
6/14/85,7.1,6.6
6/15/85,7.7,7.65
6/16/85,7.5,8.26
6/17/85,8.1,7.3
6/18/85,6.9,6.13
6/19/85,8.4,8.29
6/20/85,7.1,7.51
6/21/85,5.33,6.13
6/22/85,0.83,-1.4
6/23/85,1.6,0.83
6/24/85,7,7
6/25/85,7.8,8.3
6/26/85,7.53,7.12
6/27/85,11,10.6
6/28/85,10.12,10.92
6/29/85,10.43,11.56
6/30/85,11.3,11.94
7/1/85,11,11
7/2/85,10.7,10.13
7/3/85,7.3,8.3
7/4/85,4.87,4.95
7/5/85,4.7,4.7
7/6/85,5.32,4.54
7/7/85,7.7,7.58
7/8/85,7.48,7.5
7/9/85,5.39,4.9
7/10/85,6.43,5.9
7/11/85,8.66,7.8
7/12/85,5.8,5.23
7/13/85,7,7
7/14/85,7.43,7.45
7/15/85,7.01,6.2
7/16/85,7.01,6.87
7/17/85,4.16,4.8
7/18/85,3.3,4.03
7/19/85,3.22,2.47
7/20/85,6.57,7.85
7/21/85,8.4,10.35
7/22/85,1.22,0.77
7/23/85,0.3,0.3
7/24/85,2.1,1.96
7/25/85,8.43,8.8
7/26/85,1.93,1.4
7/27/85,4.1,3.56
7/28/85,10.57,9.64
7/29/85,6.75,7.34
7/30/85,6.61,6.1
7/31/85,7.13,7.78
8/1/85,5.1,3.43
8/2/85,6.45,6.3
8/3/85,6.9,5.58
8/4/85,11.1,13.13
8/5/85,9.52,11.38
8/6/85,9.85,10.83
8/7/85,9.5,9.64
8/8/85,6.94,8.41
8/9/85,7.36,6.56
8/10/85,3.06,4.24
8/11/85,5.6,7.14
8/12/85,7.36,4.94
8/13/85,8.4,7.47
8/14/85,11.16,12.74
8/15/85,7.4,7
8/16/85,8.8,9.59
8/17/85,8.6,9.54
8/18/85,8.56,8.3
8/19/85,4,3.51
8/20/85,3.61,3.36
8/21/85,6.25,5
8/22/85,9.88,10.6
8/23/85,6.78,7.31
8/24/85,9.32,10
8/25/85,9.96,9.56
8/26/85,7.61,7.2
8/27/85,10.5,10
8/28/85,4.31,4.41
8/29/85,5.3,3.86
8/30/85,9.08,10.35
8/31/85,10.3,10.62
9/1/85,8.21,9.88
9/2/85,8.5,10.2
9/3/85,8.09,8.58
9/4/85,8,8.43
9/5/85,10.09,8.13
9/6/85,6.7,6.45
9/7/85,4.8,4.8
9/8/85,9.9,11.17
9/9/85,12.8,14.43
9/10/85,11.83,11.08
9/11/85,12.29,12.02
9/12/85,11.28,10.63
9/13/85,11.05,10.1
9/14/85,7.92,7.64
9/15/85,7.5,7.5
9/16/85,4.75,5.93
9/17/85,6.32,7.2
9/18/85,10.33,9.23
9/19/85,7.6,6.57
9/20/85,9.72,7.03
9/21/85,8.2,7.59
9/22/85,6.6,7.67
9/23/85,11.96,11.89
9/24/85,13.1,13.71
9/25/85,6.44,6.7
9/26/85,5.63,6.91
9/27/85,7.74,9.32
9/28/85,8.7,10.56
9/29/85,6.94,6.23
9/30/85,9.84,10.5
10/1/85,7.78,8.47
10/2/85,8.05,7.65
10/3/85,11.56,11.4
10/4/85,16.2,16.59
10/5/85,5.32,5.29
10/6/85,8.94,9.16
10/7/85,11.1,10.79
10/8/85,13.6,11.89
10/9/85,11.13,11.66
10/10/85,14.55,15.43
10/11/85,11.6,11.6
10/12/85,7.3,8.76
10/13/85,8.17,7.65
10/14/85,10.31,10.15
10/15/85,16,16
10/16/85,15.1,16.64
10/17/85,12.36,12.8
10/18/85,6.16,5.27
10/19/85,7.75,7.45
10/20/85,8.4,9.72
10/21/85,9.06,10
10/22/85,12.21,11.59
10/23/85,10.27,10
10/24/85,11.16,10.2
10/25/85,6.5,7.41
10/26/85,9.72,9.15
10/27/85,11.19,12.55
10/28/85,14.7,13.29
10/29/85,11.4,11.13
10/30/85,6.84,7.61
10/31/85,7.4,8.23
11/1/85,11.11,11.17
11/2/85,8.35,9.05
11/3/85,12.43,12.6
11/4/85,15.94,16
11/5/85,17.1,16.27
11/6/85,16.02,15.48
11/7/85,13.26,13.97
11/8/85,15.49,15.3
11/9/85,13.2,12.95
11/10/85,14.4,13.49
11/11/85,14.83,14.12
11/12/85,15.62,15.99
11/13/85,21.11,21.1
11/14/85,9.65,9.35
11/15/85,9.6,9.01
11/16/85,12.09,12
11/17/85,11.4,10.93
11/18/85,11.74,10.92
11/19/85,13.99,13.78
11/20/85,10.5,9.65
11/21/85,10.1,9.22
11/22/85,8.96,8.8
11/23/85,13.82,13.7
11/24/85,16.33,16.2
11/25/85,16,16
11/26/85,13.09,14.23
11/27/85,13.7,13.7
11/28/85,12.5,12.06
11/29/85,13.27,11.36
11/30/85,12.41,13.4
12/1/85,15.2,15.2
12/2/85,15,14.1
12/3/85,15.91,16.97
12/4/85,16.77,17.37
12/5/85,15.07,14.42
12/6/85,18.2,18.2
12/7/85,16.9,16.4
12/8/85,17.04,16.66
12/9/85,14.39,15.69
12/10/85,15.68,16.47
12/11/85,14.53,15.54
12/12/85,13.5,12.65
12/13/85,14.23,13.93
12/14/85,14.52,13.13
12/15/85,13.96,13.73
12/16/85,12.1,12.1
12/17/85,12.4,11.98
12/18/85,14.2,13.4
12/19/85,14.2,14.68
12/20/85,15,13.67
12/21/85,14.02,13.7
12/22/85,11.7,12
12/23/85,13.23,13.45
12/24/85,12.82,13.2
12/25/85,13.3,13.52
12/26/85,11.5,11.45
12/27/85,11.32,10.66
12/28/85,11.31,11.41
12/29/85,17.02,16.24
12/30/85,13.83,14.53
12/31/85,12.9,12.25
1/1/86,13.34,13.08
1/2/86,10.31,9.77
1/3/86,12.6,12.05
1/4/86,13.7,14.23
1/5/86,12.86,13.58
1/6/86,13.1,13.1
1/7/86,15.4,15.46
1/8/86,11.9,12.88
1/9/86,13.8,14.25
1/10/86,14.73,14.47
1/11/86,14.73,15.2
1/12/86,12.77,12.5
1/13/86,13.06,11.68
1/14/86,16.05,17.04
1/15/86,13.85,15.36
1/16/86,11.46,11.6
1/17/86,13.56,13.1
1/18/86,11.87,12.79
1/19/86,15.2,13.34
1/20/86,14.42,14.86
1/21/86,15,14.95
1/22/86,13.76,13.5
1/23/86,11.46,11.64
1/24/86,14.94,13.39
1/25/86,13.44,13.9
1/26/86,16.19,14.3
1/27/86,13.8,12.92
1/28/86,16.75,15.33
1/29/86,17.58,16.7
1/30/86,16.09,15.11
1/31/86,14.16,14.06
2/1/86,15.73,15.73
2/2/86,11.27,9.85
2/3/86,11.88,12.51
2/4/86,13.97,14.12
2/5/86,14.4,14.49
2/6/86,12.67,13.63
2/7/86,15.22,15.8
2/8/86,16.84,16.58
2/9/86,11,11.8
2/10/86,14.91,14.5
2/11/86,11.24,10.7
2/12/86,14.2,13.64
2/13/86,19.5,17.94
2/14/86,21.81,22.15
2/15/86,17.17,17.9
2/16/86,17.6,17.82
2/17/86,12.7,12.7
2/18/86,13.8,13.88
2/19/86,14.09,14
2/20/86,15,14.94
2/21/86,14.34,13.57
2/22/86,13.48,13.1
2/23/86,11.4,13.29
2/24/86,11.51,13.31
2/25/86,11.68,11.15
2/26/86,13.5,13.4
2/27/86,14.4,14.4
2/28/86,17.7,17.14
3/1/86,13.9,13.77
3/2/86,14.1,13.9
3/3/86,14.6,14.6
3/4/86,16.4,15.53
3/5/86,16.8,17.4
3/6/86,20.21,18.54
3/7/86,13.49,10.77
3/8/86,12.7,13.24
3/9/86,10.81,11.7
3/10/86,12.79,12.24
3/11/86,7.99,8.47
3/12/86,11.9,12.22
3/13/86,15.24,14.6
3/14/86,15.6,16.55
3/15/86,13.53,12.3
3/16/86,12.24,12.43
3/17/86,10.54,11.5
3/18/86,16.15,15.6
3/19/86,16.02,15.84
3/20/86,18.96,18.61
3/21/86,17.4,17.79
3/22/86,16.5,15.95
3/23/86,15.79,17.06
3/24/86,15.61,16.1
3/25/86,12.53,12.29
3/26/86,17.26,17.76
3/27/86,12.26,13.94
3/28/86,11.7,13.06
3/29/86,17.62,16.04
3/30/86,15.6,17.29
3/31/86,10.65,9.7
4/1/86,10.3,10.98
4/2/86,15,15.16
4/3/86,17.39,17.54
4/4/86,14.44,14.64
4/5/86,10.27,11.61
4/6/86,11.49,13.34
4/7/86,8.18,6.45
4/8/86,11.18,11.6
4/9/86,7.4,7.4
4/10/86,14.27,13.25
4/11/86,12.51,10.44
4/12/86,8.45,10.53
4/13/86,12.3,12.3
4/14/86,19.33,18.86
4/15/86,12.64,13.38
4/16/86,12.67,12.7
4/17/86,12.03,12
4/18/86,12.82,11.51
4/19/86,10.25,9.67
4/20/86,12.7,10.95
4/21/86,13.46,14.12
4/22/86,10.6,10.79
4/23/86,12,12.66
4/24/86,11.55,11.5
4/25/86,7.48,7.97
4/26/86,10.67,10.5
4/27/86,8.47,10.97
4/28/86,6.9,6.9
4/29/86,9.67,10.31
4/30/86,11.17,11.1
5/1/86,8.21,10.4
5/2/86,7.59,7.39
5/3/86,10.46,9.47
5/4/86,9.5,10.4
5/5/86,8,8.34
5/6/86,8.85,10.07
5/7/86,13.23,12.4
5/8/86,12.9,12.9
5/9/86,11.51,11.74
5/10/86,6.9,6.7
5/11/86,10.5,11.9
5/12/86,10.13,11.61
5/13/86,9.11,8.96
5/14/86,11.84,11.1
5/15/86,11.5,12.02
5/16/86,13.4,13.08
5/17/86,10.9,11.95
5/18/86,12.06,12.23
5/19/86,12.1,10.48
5/20/86,10.44,10.37
5/21/86,9.52,9.89
5/22/86,8.94,9.86
5/23/86,10.72,10.61
5/24/86,7.84,8.5
5/25/86,6.3,4.91
5/26/86,8.2,8.59
5/27/86,11.22,10.7
5/28/86,10.3,10.23
5/29/86,9.5,9.15
5/30/86,10.9,10.9
5/31/86,11.72,10.15
6/1/86,3.36,3.65
6/2/86,5.62,4.68
6/3/86,11,9.37
6/4/86,11.6,11.6
6/5/86,10.17,10.41
6/6/86,8.93,10.73
6/7/86,10.27,10.67
6/8/86,10.24,11.13
6/9/86,9.5,9.82
6/10/86,9.18,10.51
6/11/86,9.6,9.6
6/12/86,7.17,8.8
6/13/86,7.81,6.9
6/14/86,7.62,5.93
6/15/86,6.5,6.9
6/16/86,7.59,8.07
6/17/86,7.6,6.61
6/18/86,8.6,8.82
6/19/86,5.7,6.85
6/20/86,5.36,4.91
6/21/86,5.33,6.27
6/22/86,5.95,5.19
6/23/86,6.6,6.25
6/24/86,6,5.27
6/25/86,6.9,5.54
6/26/86,8.24,7.8
6/27/86,7.25,8
6/28/86,3.11,3.98
6/29/86,0.8,0.11
6/30/86,2.79,4.15
7/1/86,8,8.23
7/2/86,9.99,10.64
7/3/86,11.34,11.4
7/4/86,8.74,8.6
7/5/86,4.95,3.96
7/6/86,5.7,7.52
7/7/86,5.7,3.99
7/8/86,5.39,4.6
7/9/86,5.26,5.8
7/10/86,7,6.97
7/11/86,5.14,4.8
7/12/86,3.4,3.56
7/13/86,4.89,4.48
7/14/86,7.9,6.77
7/15/86,9.88,9.81
